timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1696433520437,74,HTTP Request,200,OK,Thread Group 1-58,text,true,,11697,143,23,23,https://frontend-lacrei-pessoa-usuaria.vercel.app/,74,0,0
1696433520460,73,HTTP Request,200,OK,Thread Group 1-53,text,true,,11697,143,22,22,https://frontend-lacrei-pessoa-usuaria.vercel.app/,72,0,0
1696433520458,76,HTTP Request,200,OK,Thread Group 1-60,text,true,,11697,143,21,21,https://frontend-lacrei-pessoa-usuaria.vercel.app/,75,0,0
1696433517300,3234,HTTP Request,200,OK,Thread Group 1-67,text,true,,11697,143,20,20,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3234,0,1
1696433517340,3199,HTTP Request,200,OK,Thread Group 1-71,text,true,,11697,143,20,20,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3198,0,1
1696433520502,63,HTTP Request,200,OK,Thread Group 1-66,text,true,,11697,143,20,20,https://frontend-lacrei-pessoa-usuaria.vercel.app/,62,0,0
1696433520511,75,HTTP Request,200,OK,Thread Group 1-65,text,true,,11697,143,19,19,https://frontend-lacrei-pessoa-usuaria.vercel.app/,72,0,0
1696433520539,63,HTTP Request,200,OK,Thread Group 1-71,text,true,,11697,143,18,18,https://frontend-lacrei-pessoa-usuaria.vercel.app/,63,0,0
1696433517387,3220,HTTP Request,200,OK,Thread Group 1-76,text,true,,11697,143,17,17,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3219,0,1
1696433520535,75,HTTP Request,200,OK,Thread Group 1-67,text,true,,11697,143,17,17,https://frontend-lacrei-pessoa-usuaria.vercel.app/,75,0,0
1696433520608,69,HTTP Request,200,OK,Thread Group 1-76,text,true,,11697,143,16,16,https://frontend-lacrei-pessoa-usuaria.vercel.app/,67,0,0
1696433517476,3229,HTTP Request,200,OK,Thread Group 1-85,text,true,,11697,143,15,15,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3228,0,1
1696433517535,3197,HTTP Request,200,OK,Thread Group 1-91,text,true,,11697,143,15,15,https://frontend-lacrei-pessoa-usuaria.vercel.app/,3195,0,1
1696433520705,83,HTTP Request,200,OK,Thread Group 1-85,text,true,,11697,143,15,15,https://frontend-lacrei-pessoa-usuaria.vercel.app/,83,0,0
